datetime,temp,humidity,windspeed,cloudcover,conditions,solar_radiation,solar_energy,uv_index,ac_power_output_kW
02-07-2024 19:00,33.0,70.84,4.3,88.0,Partially cloudy,141.0,0.5,1.0,0.0
02-07-2024 20:00,32.5,72.89,6.5,88.4,Partially cloudy,0.0,0.0,0.0,0.0
02-07-2024 21:00,32.0,74.95,9.4,88.9,Partially cloudy,0.0,0.0,0.0,0.0
02-07-2024 22:00,31.0,79.33,7.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
02-07-2024 23:00,30.8,79.89,9.4,88.4,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 00:00,30.0,89.07,11.2,50.0,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 02:00,30.1,81.89,10.1,58.4,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 03:00,30.0,94.4,5.4,50.0,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 04:00,30.0,94.4,9.4,50.0,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 05:00,30.1,84.4,6.0,70.2,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 06:00,31.0,79.33,11.2,67.5,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 07:00,31.0,79.33,7.6,88.9,Partially cloudy,30.0,0.1,0.0,0.0
03-07-2024 08:00,31.9,75.54,1.9,96.8,Overcast,158.0,0.6,2.0,0.12319688109161804
03-07-2024 09:00,32.0,74.95,5.4,88.9,Partially cloudy,356.0,1.3,4.0,1.9257309941520457
03-07-2024 10:00,33.0,66.78,5.4,88.9,Partially cloudy,451.0,1.6,5.0,3.0495248538011683
03-07-2024 11:00,33.9,71.74,8.8,96.8,Overcast,529.0,1.9,5.0,1.0311890838206639
03-07-2024 12:00,34.0,71.01,14.8,88.9,Partially cloudy,554.0,2.0,6.0,4.495175438596489
03-07-2024 13:00,33.0,79.6,11.2,88.9,Partially cloudy,77.0,0.3,1.0,0.10413011695906427
03-07-2024 14:00,30.3,85.08,11.9,96.8,Overcast,226.0,0.8,2.0,0.17621832358674477
03-07-2024 15:00,26.0,100.0,14.8,100.0,Overcast,271.0,1.0,3.0,0.0
03-07-2024 16:00,26.0,100.0,7.6,100.0,Overcast,167.0,0.6,2.0,0.0
03-07-2024 17:00,25.5,99.0,5.4,96.8,"Rain, Overcast",129.0,0.5,1.0,0.050292397660818756
03-07-2024 18:00,27.0,94.27,3.6,88.9,Partially cloudy,99.0,0.4,1.0,0.13388157894736835
03-07-2024 19:00,27.0,100.0,5.4,88.9,Partially cloudy,52.0,0.2,1.0,0.0
03-07-2024 20:00,26.4,97.82,6.0,89.7,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 21:00,27.0,94.27,11.2,88.9,Partially cloudy,0.0,0.0,0.0,0.0
03-07-2024 23:00,26.8,95.47,7.6,88.4,Partially cloudy,0.0,0.0,0.0,0.0
04-07-2024 00:00,27.0,88.84,7.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
04-07-2024 01:00,27.0,88.84,11.2,88.9,Partially cloudy,0.0,0.0,0.0,0.0
04-07-2024 02:00,26.8,95.47,10.4,89.7,Partially cloudy,0.0,0.0,0.0,0.0
04-07-2024 04:00,27.0,94.27,9.4,88.9,Partially cloudy,0.0,0.0,0.0,0.0
04-07-2024 05:00,26.9,97.24,2.2,100.0,Overcast,0.0,0.0,0.0,0.0
04-07-2024 06:00,26.0,100.0,9.4,100.0,Overcast,0.0,0.0,0.0,0.0
04-07-2024 07:00,26.0,100.0,7.6,100.0,Overcast,29.0,0.1,0.0,0.0
04-07-2024 08:00,27.2,94.9,8.8,99.9,"Rain, Overcast",172.0,0.6,2.0,0.004191033138401321
04-07-2024 09:00,27.0,100.0,9.4,100.0,Overcast,347.0,1.2,3.0,0.0
04-07-2024 10:00,29.0,94.36,9.4,88.9,Partially cloudy,556.0,2.0,6.0,4.511403508771927
04-07-2024 11:00,29.6,84.72,1.6,100.0,Overcast,677.0,2.4,7.0,0.0
04-07-2024 12:00,30.0,89.07,5.4,100.0,Overcast,759.0,2.7,8.0,0.0
04-07-2024 13:00,30.0,94.4,3.6,100.0,Overcast,376.0,1.4,4.0,0.0
04-07-2024 14:00,30.0,85.65,8.1,100.0,"Rain, Overcast",676.0,2.4,7.0,0.0
04-07-2024 15:00,30.0,94.4,11.2,100.0,Overcast,702.0,2.5,7.0,0.0
04-07-2024 16:00,30.0,84.0,9.4,88.9,Partially cloudy,681.0,2.5,7.0,6.44660087719298
04-07-2024 17:00,31.3,77.94,6.5,66.9,Partially cloudy,528.0,1.9,5.0,10.646198830409357
04-07-2024 18:00,31.0,79.33,11.2,88.9,Partially cloudy,311.0,1.1,3.0,1.26173245614035
04-07-2024 19:00,30.0,84.0,7.6,50.0,Partially cloudy,156.0,0.6,2.0,0.0
04-07-2024 20:00,30.0,82.39,4.9,71.4,Partially cloudy,0.0,0.0,0.0,0.0
04-07-2024 23:00,29.1,87.16,4.7,50.6,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 00:00,29.0,88.99,0.0,27.2,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 01:00,29.0,88.99,0.0,50.0,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 02:00,28.5,89.47,1.5,72.7,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 03:00,28.0,94.32,5.4,50.0,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 04:00,28.0,94.32,9.4,50.0,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 05:00,28.0,90.71,5.4,79.8,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 06:00,28.0,94.32,7.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 07:00,29.0,94.36,9.4,88.9,Partially cloudy,36.0,0.1,0.0,0.0
05-07-2024 08:00,30.0,84.7,6.0,96.7,Overcast,190.0,0.7,2.0,0.15277777777777765
05-07-2024 09:00,30.0,89.07,5.4,88.9,Partially cloudy,384.0,1.4,4.0,2.0771929824561393
05-07-2024 10:00,30.0,89.07,9.4,100.0,Overcast,573.0,2.1,6.0,0.0
05-07-2024 11:00,30.3,90.31,6.0,100.0,"Rain, Overcast",731.0,2.6,7.0,0.0
05-07-2024 12:00,31.0,89.14,11.2,100.0,Overcast,794.0,2.9,8.0,0.0
05-07-2024 13:00,31.0,84.11,11.2,100.0,Overcast,297.0,1.1,3.0,0.0
05-07-2024 14:00,32.4,72.43,13.2,95.6,Overcast,369.0,1.3,4.0,0.7912280701754396
05-07-2024 15:00,31.0,74.79,18.4,88.9,Partially cloudy,517.0,1.9,5.0,3.4957967836257295
05-07-2024 16:00,31.0,74.79,18.4,88.9,Partially cloudy,432.0,1.6,4.0,2.3368421052631563
05-07-2024 17:00,31.7,74.79,14.7,83.8,Partially cloudy,223.0,0.8,2.0,0.880263157894737
05-07-2024 18:00,30.0,84.0,14.8,88.9,Partially cloudy,153.0,0.6,2.0,0.41381578947368397
05-07-2024 19:00,29.0,88.99,9.4,88.9,Partially cloudy,106.0,0.4,1.0,0.0
05-07-2024 20:00,29.6,85.65,12.7,89.7,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 21:00,29.0,94.36,16.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 22:00,29.0,94.36,13.0,88.9,Partially cloudy,0.0,0.0,0.0,0.0
05-07-2024 23:00,28.1,92.4,7.0,89.7,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 00:00,28.0,100.0,13.0,88.9,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 01:00,28.0,94.32,11.2,88.9,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 02:00,28.3,89.45,9.9,89.7,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 03:00,28.0,94.32,9.4,88.9,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 05:00,28.0,91.79,4.9,89.7,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 06:00,28.0,94.32,3.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 07:00,28.0,100.0,5.4,88.9,Partially cloudy,33.0,0.1,0.0,0.0
06-07-2024 08:00,29.1,86.69,6.4,92.8,Overcast,149.0,0.5,1.0,0.13070175438596496
06-07-2024 09:00,29.0,88.99,7.6,100.0,Overcast,265.0,1.0,3.0,0.0
06-07-2024 10:00,29.0,88.99,5.4,100.0,Overcast,403.0,1.5,4.0,0.0
06-07-2024 11:00,30.5,82.33,1.5,92.9,"Rain, Overcast",475.0,1.7,5.0,2.0543981481481466
06-07-2024 12:00,31.0,79.33,9.4,88.9,Partially cloudy,387.0,1.4,4.0,2.0934210526315775
06-07-2024 13:00,32.0,74.95,7.6,88.9,Partially cloudy,476.0,1.7,5.0,3.218567251461987
06-07-2024 14:00,33.8,69.08,8.1,82.6,Partially cloudy,853.0,3.1,9.0,16.274342105263162
06-07-2024 15:00,33.0,66.78,9.4,88.9,Partially cloudy,751.0,2.7,8.0,8.124853801169586
06-07-2024 16:00,32.0,70.66,5.4,88.9,Partially cloudy,310.0,1.1,3.0,1.2576754385964906
06-07-2024 17:00,32.8,72.25,13.6,68.5,Partially cloudy,351.0,1.3,4.0,5.3881578947368425
06-07-2024 18:00,31.0,79.33,13.0,88.9,Partially cloudy,178.0,0.6,2.0,0.48143274853801143
06-07-2024 19:00,31.0,79.33,13.0,88.9,Partially cloudy,121.0,0.4,1.0,0.0
06-07-2024 20:00,29.7,82.97,11.2,50.6,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 21:00,29.0,88.99,13.0,50.0,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 22:00,28.0,94.32,14.8,50.0,Partially cloudy,0.0,0.0,0.0,0.0
06-07-2024 23:00,28.5,85.99,12.2,81.3,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 00:00,28.0,94.32,13.0,88.9,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 02:00,27.5,85.36,7.0,85.7,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 03:00,27.0,94.27,11.2,100.0,Overcast,0.0,0.0,0.0,0.0
07-07-2024 04:00,27.0,94.27,7.6,100.0,Overcast,0.0,0.0,0.0,0.0
07-07-2024 05:00,26.9,92.44,7.6,95.6,Overcast,0.0,0.0,0.0,0.0
07-07-2024 06:00,27.0,94.27,11.2,27.2,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 07:00,28.0,88.91,7.6,50.0,Partially cloudy,35.0,0.1,0.0,0.0
07-07-2024 08:00,28.8,81.48,9.1,82.3,Partially cloudy,73.0,0.3,1.0,0.15741959064327488
07-07-2024 09:00,29.0,83.9,11.2,88.9,Partially cloudy,340.0,1.2,3.0,1.37938596491228
07-07-2024 10:00,31.0,74.79,11.2,88.9,Partially cloudy,521.0,1.9,5.0,3.522843567251461
07-07-2024 11:00,34.1,61.44,8.8,53.9,Partially cloudy,169.0,0.6,2.0,1.8983674463937619
07-07-2024 12:00,33.0,59.27,5.4,88.9,Partially cloudy,226.0,0.8,2.0,0.61125730994152
07-07-2024 13:00,33.0,59.27,5.4,88.9,Partially cloudy,185.0,0.7,2.0,0.5003654970760231
07-07-2024 14:00,34.5,57.49,8.1,81.3,Partially cloudy,262.0,0.9,3.0,1.790716374269006
07-07-2024 15:00,33.0,55.8,16.6,50.0,Partially cloudy,390.0,1.4,4.0,9.502923976608187
07-07-2024 16:00,33.0,55.8,18.4,50.0,Partially cloudy,620.0,2.2,6.0,22.66081871345029
07-07-2024 17:00,32.6,58.17,12.0,79.9,Partially cloudy,461.0,1.7,5.0,5.64455409356725
07-07-2024 18:00,31.0,62.5,14.8,50.0,Partially cloudy,332.0,1.2,3.0,6.067251461988304
07-07-2024 19:00,30.0,70.29,14.8,50.0,Partially cloudy,150.0,0.5,2.0,0.0
07-07-2024 20:00,29.2,75.17,8.6,71.4,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 21:00,29.0,74.47,11.2,50.0,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 22:00,28.0,83.79,13.0,50.0,Partially cloudy,0.0,0.0,0.0,0.0
07-07-2024 23:00,27.8,82.65,9.6,50.0,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 00:00,27.0,88.84,11.2,50.0,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 01:00,26.0,94.23,9.4,50.0,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 02:00,26.8,85.66,7.6,59.9,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 03:00,26.0,94.23,3.6,50.0,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 05:00,26.3,90.6,2.2,48.7,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 06:00,27.0,88.84,7.6,50.0,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 07:00,28.0,83.79,14.8,50.0,Partially cloudy,22.0,0.1,0.0,0.0
08-07-2024 08:00,27.7,84.29,10.3,82.6,Partially cloudy,163.0,0.6,2.0,0.6910818713450294
08-07-2024 09:00,28.0,88.91,11.2,100.0,Overcast,264.0,1.0,3.0,0.0
08-07-2024 10:00,29.0,79.06,11.2,88.9,Partially cloudy,436.0,1.6,4.0,2.3584795321637415
08-07-2024 11:00,31.1,66.49,15.7,82.6,Partially cloudy,648.0,2.3,6.0,8.242105263157896
08-07-2024 12:00,31.0,62.5,11.2,88.9,Partially cloudy,723.0,2.6,7.0,6.844188596491224
08-07-2024 13:00,30.0,66.18,18.4,88.9,Partially cloudy,512.0,1.8,5.0,3.4619883040935653
08-07-2024 14:00,30.3,72.03,12.7,96.8,Overcast,442.0,1.6,4.0,0.6892787524366478
08-07-2024 15:00,29.0,79.06,14.8,88.9,Partially cloudy,501.0,1.8,5.0,3.387609649122805
08-07-2024 16:00,29.0,79.06,11.2,50.0,Partially cloudy,521.0,1.9,5.0,15.86866471734893
08-07-2024 17:00,30.1,76.7,10.1,70.3,Partially cloudy,415.0,1.5,4.0,6.006578947368421
08-07-2024 18:00,29.0,83.9,9.4,50.0,Partially cloudy,304.0,1.1,3.0,5.5555555555555545
08-07-2024 19:00,28.0,88.91,11.2,27.2,Partially cloudy,54.0,0.2,1.0,0.0
08-07-2024 20:00,28.8,84.54,8.6,64.9,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 21:00,28.0,88.91,7.6,27.2,Partially cloudy,0.0,0.0,0.0,0.0
08-07-2024 23:00,28.5,86.59,4.1,37.0,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 00:00,28.0,88.91,7.6,50.0,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 02:00,28.1,90.96,7.0,36.3,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 03:00,28.0,94.32,9.4,27.2,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 04:00,28.0,94.32,11.2,27.2,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 05:00,28.1,91.03,1.5,72.0,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 06:00,28.0,94.32,7.6,27.2,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 07:00,29.0,88.99,7.6,50.0,Partially cloudy,35.0,0.1,0.0,0.0
09-07-2024 08:00,30.2,84.82,1.5,78.4,Partially cloudy,176.0,0.6,2.0,0.9263157894736839
09-07-2024 09:00,32.0,79.46,9.4,88.9,Partially cloudy,375.0,1.3,4.0,2.028508771929823
09-07-2024 10:00,32.0,79.46,5.4,88.9,Partially cloudy,384.0,1.4,4.0,2.0771929824561393
09-07-2024 11:00,31.0,78.56,13.9,88.2,"Rain, Partially cloudy",601.0,2.2,6.0,5.184064327485379
09-07-2024 12:00,30.0,89.07,18.4,88.9,Partially cloudy,846.0,3.0,8.0,9.152631578947364
09-07-2024 13:00,29.0,94.36,14.8,88.9,Partially cloudy,903.0,3.3,9.0,10.990460526315784
09-07-2024 14:00,27.9,94.89,2.7,89.7,"Rain, Partially cloudy",519.0,1.9,5.0,3.2563961988304087
09-07-2024 15:00,30.0,79.19,3.6,88.9,Partially cloudy,191.0,0.7,2.0,0.5165935672514617
09-07-2024 16:00,31.0,74.79,7.6,88.9,Partially cloudy,251.0,0.9,3.0,1.0183114035087713
09-07-2024 17:00,30.4,85.98,2.2,78.8,Partially cloudy,166.0,0.6,2.0,0.8575048732943471
09-07-2024 18:00,31.0,74.79,7.6,88.9,Partially cloudy,74.0,0.3,1.0,0.10007309941520462
09-07-2024 19:00,31.0,74.79,5.4,88.9,Partially cloudy,47.0,0.2,0.0,0.0
09-07-2024 20:00,29.8,91.24,2.2,57.4,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 21:00,30.0,89.07,3.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
09-07-2024 23:00,29.0,91.74,1.5,64.5,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 00:00,29.0,94.36,5.4,88.9,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 01:00,29.1,94.36,5.4,90.0,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 02:00,28.6,95.42,1.0,64.5,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 03:00,29.0,94.36,3.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 05:00,28.8,95.56,1.0,78.8,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 06:00,29.0,100.0,7.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 07:00,31.0,89.14,3.6,88.9,Partially cloudy,24.0,0.1,0.0,0.0
10-07-2024 08:00,32.0,84.74,1.6,78.8,Partially cloudy,163.0,0.6,2.0,0.8420077972709552
10-07-2024 09:00,33.0,75.11,3.6,88.9,Partially cloudy,292.0,1.1,3.0,1.1846491228070168
10-07-2024 10:00,34.0,66.98,5.4,50.0,Partially cloudy,453.0,1.6,5.0,13.797514619883042
10-07-2024 11:00,35.7,60.9,1.5,61.1,Partially cloudy,524.0,1.9,5.0,12.416910331384015
10-07-2024 12:00,36.0,56.52,5.4,50.0,Partially cloudy,520.0,1.9,5.0,15.838206627680313
10-07-2024 13:00,36.0,53.26,5.4,88.9,Partially cloudy,873.0,3.1,9.0,10.625328947368416
10-07-2024 14:00,32.6,71.65,12.4,96.8,Overcast,860.0,3.1,9.0,3.0175438596491255
10-07-2024 15:00,28.0,88.91,14.8,88.9,Partially cloudy,423.0,1.5,4.0,2.288157894736841
10-07-2024 16:00,30.0,94.4,3.6,88.9,Partially cloudy,148.0,0.5,1.0,0.20014619883040924
10-07-2024 17:00,29.3,94.33,5.2,88.4,"Rain, Partially cloudy",182.0,0.7,2.0,0.5144249512670563
10-07-2024 18:00,31.0,84.11,7.6,88.9,Partially cloudy,296.0,1.1,3.0,1.2008771929824555
10-07-2024 19:00,31.0,84.11,5.4,88.9,Partially cloudy,132.0,0.5,1.0,0.0
10-07-2024 20:00,29.0,94.57,4.7,59.9,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 21:00,30.0,89.07,7.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 22:00,30.0,89.07,5.4,88.9,Partially cloudy,0.0,0.0,0.0,0.0
10-07-2024 23:00,28.6,93.7,1.5,50.0,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 00:00,30.0,89.07,5.4,50.0,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 01:00,29.0,100.0,0.0,50.0,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 02:00,28.6,93.5,1.5,43.5,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 03:00,29.0,94.36,7.6,27.2,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 05:00,28.3,97.85,2.2,66.1,"Rain, Partially cloudy",0.0,0.0,0.0,0.0
11-07-2024 06:00,29.0,94.36,0.0,0.0,Clear,0.0,0.0,0.0,0.0
11-07-2024 07:00,30.0,94.4,7.6,0.0,Clear,32.0,0.1,0.0,0.0
11-07-2024 08:00,30.7,87.0,2.7,85.1,Partially cloudy,162.0,0.6,2.0,0.5881578947368423
11-07-2024 09:00,33.0,70.84,11.2,27.2,Partially cloudy,349.0,1.3,3.0,9.286257309941519
11-07-2024 10:00,34.0,66.98,9.4,50.0,Partially cloudy,551.0,2.0,6.0,20.138888888888886
11-07-2024 11:00,34.9,66.71,2.2,50.2,Partially cloudy,732.0,2.6,7.0,31.08859649122807
11-07-2024 12:00,36.0,63.56,9.4,50.0,Partially cloudy,854.0,3.1,9.0,46.82017543859649
11-07-2024 13:00,39.2,37.79,6.8,100.0,Overcast,899.0,3.2,9.0,0.0
11-07-2024 14:00,37.7,54.44,5.1,58.7,Partially cloudy,893.0,3.2,9.0,40.43958333333333
11-07-2024 15:00,38.0,47.75,5.4,50.0,Partially cloudy,820.0,3.0,8.0,39.96101364522417
11-07-2024 16:00,38.0,47.75,7.6,50.0,Partially cloudy,706.0,2.5,7.0,30.10477582846004
11-07-2024 17:00,38.1,54.62,2.2,64.7,Partially cloudy,531.0,1.9,5.0,11.418311403508772
11-07-2024 18:00,38.0,47.75,9.4,88.9,Partially cloudy,359.0,1.3,4.0,1.9419590643274844
11-07-2024 19:00,37.0,53.5,7.6,88.9,Partially cloudy,166.0,0.6,2.0,0.0
11-07-2024 20:00,35.0,68.91,3.2,57.4,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 21:00,34.0,71.01,11.2,88.9,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 22:00,34.0,66.98,7.6,88.9,Partially cloudy,0.0,0.0,0.0,0.0
11-07-2024 23:00,33.3,68.48,9.8,67.0,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 00:00,33.0,55.8,14.8,88.9,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 01:00,32.0,59.04,13.0,88.9,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 02:00,31.1,74.36,3.7,64.5,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 03:00,30.0,70.29,13.0,88.9,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 05:00,29.9,71.49,16.6,71.4,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 06:00,29.0,70.11,13.0,50.0,Partially cloudy,0.0,0.0,0.0,0.0
12-07-2024 07:00,30.0,66.18,11.2,50.0,Partially cloudy,33.0,0.1,0.0,0.0
12-07-2024 08:00,30.6,65.85,11.6,67.3,Partially cloudy,185.0,0.7,2.0,1.474049707602339
12-07-2024 09:00,31.0,62.5,14.8,88.9,Partially cloudy,379.0,1.4,4.0,2.0501461988304084
12-07-2024 10:00,31.0,66.38,14.8,88.9,Partially cloudy,557.0,2.0,6.0,4.519517543859647
12-07-2024 11:00,32.3,62.75,11.4,82.5,Partially cloudy,724.0,2.6,7.0,10.805311890838206
12-07-2024 12:00,32.0,59.04,14.8,88.9,Partially cloudy,849.0,3.1,8.0,9.18508771929824
12-07-2024 13:00,33.0,55.8,11.2,88.9,Partially cloudy,888.0,3.2,9.0,10.8078947368421
