datetime,temp,humidity,windspeed,cloudcover,conditions,solar_radiation,solar_energy,uv_index
06-07-2024 05:00,28.0,91.79,4.9,89.7,Partially cloudy,0.0,0.0,0.0
06-07-2024 06:00,28.0,94.32,3.6,88.9,Partially cloudy,0.0,0.0,0.0
06-07-2024 07:00,28.0,100.0,5.4,88.9,Partially cloudy,33.0,0.1,0.0
06-07-2024 08:00,29.1,86.69,6.4,92.8,Overcast,149.0,0.5,1.0
06-07-2024 09:00,29.0,88.99,7.6,100.0,Overcast,265.0,1.0,3.0
06-07-2024 10:00,29.0,88.99,5.4,100.0,Overcast,403.0,1.5,4.0
06-07-2024 11:00,30.5,82.33,1.5,92.9,"Rain, Overcast",475.0,1.7,5.0
06-07-2024 12:00,31.0,79.33,9.4,88.9,Partially cloudy,387.0,1.4,4.0
06-07-2024 13:00,32.0,74.95,7.6,88.9,Partially cloudy,476.0,1.7,5.0
06-07-2024 14:00,33.8,69.08,8.1,82.6,Partially cloudy,853.0,3.1,9.0
06-07-2024 15:00,33.0,66.78,9.4,88.9,Partially cloudy,751.0,2.7,8.0
06-07-2024 16:00,32.0,70.66,5.4,88.9,Partially cloudy,310.0,1.1,3.0
06-07-2024 17:00,32.8,72.25,13.6,68.5,Partially cloudy,351.0,1.3,4.0
06-07-2024 18:00,31.0,79.33,13.0,88.9,Partially cloudy,178.0,0.6,2.0
06-07-2024 19:00,31.0,79.33,13.0,88.9,Partially cloudy,121.0,0.4,1.0
06-07-2024 20:00,29.7,82.97,11.2,50.6,Partially cloudy,0.0,0.0,0.0
06-07-2024 21:00,29.0,88.99,13.0,50.0,Partially cloudy,0.0,0.0,0.0
06-07-2024 22:00,28.0,94.32,14.8,50.0,Partially cloudy,0.0,0.0,0.0
06-07-2024 23:00,28.5,85.99,12.2,81.3,Partially cloudy,0.0,0.0,0.0
07-07-2024 00:00,28.0,94.32,13.0,88.9,Partially cloudy,0.0,0.0,0.0
07-07-2024 02:00,27.5,85.36,7.0,85.7,Partially cloudy,0.0,0.0,0.0
07-07-2024 03:00,27.0,94.27,11.2,100.0,Overcast,0.0,0.0,0.0
07-07-2024 04:00,27.0,94.27,7.6,100.0,Overcast,0.0,0.0,0.0
07-07-2024 05:00,26.9,92.44,7.6,95.6,Overcast,0.0,0.0,0.0
07-07-2024 06:00,27.0,94.27,11.2,27.2,Partially cloudy,0.0,0.0,0.0
07-07-2024 07:00,28.0,88.91,7.6,50.0,Partially cloudy,35.0,0.1,0.0
07-07-2024 08:00,28.8,81.48,9.1,82.3,Partially cloudy,73.0,0.3,1.0
07-07-2024 09:00,29.0,83.9,11.2,88.9,Partially cloudy,340.0,1.2,3.0
07-07-2024 10:00,31.0,74.79,11.2,88.9,Partially cloudy,521.0,1.9,5.0
07-07-2024 11:00,34.1,61.44,8.8,53.9,Partially cloudy,169.0,0.6,2.0
07-07-2024 12:00,33.0,59.27,5.4,88.9,Partially cloudy,226.0,0.8,2.0
07-07-2024 13:00,33.0,59.27,5.4,88.9,Partially cloudy,185.0,0.7,2.0
07-07-2024 14:00,34.5,57.49,8.1,81.3,Partially cloudy,262.0,0.9,3.0
07-07-2024 15:00,33.0,55.8,16.6,50.0,Partially cloudy,390.0,1.4,4.0
07-07-2024 16:00,33.0,55.8,18.4,50.0,Partially cloudy,620.0,2.2,6.0
07-07-2024 17:00,32.6,58.17,12.0,79.9,Partially cloudy,461.0,1.7,5.0
07-07-2024 18:00,31.0,62.5,14.8,50.0,Partially cloudy,332.0,1.2,3.0
07-07-2024 19:00,30.0,70.29,14.8,50.0,Partially cloudy,150.0,0.5,2.0
07-07-2024 20:00,29.2,75.17,8.6,71.4,Partially cloudy,0.0,0.0,0.0
07-07-2024 21:00,29.0,74.47,11.2,50.0,Partially cloudy,0.0,0.0,0.0
07-07-2024 22:00,28.0,83.79,13.0,50.0,Partially cloudy,0.0,0.0,0.0
07-07-2024 23:00,27.8,82.65,9.6,50.0,Partially cloudy,0.0,0.0,0.0
08-07-2024 00:00,27.0,88.84,11.2,50.0,Partially cloudy,0.0,0.0,0.0
08-07-2024 01:00,26.0,94.23,9.4,50.0,Partially cloudy,0.0,0.0,0.0
08-07-2024 02:00,26.8,85.66,7.6,59.9,Partially cloudy,0.0,0.0,0.0
08-07-2024 03:00,26.0,94.23,3.6,50.0,Partially cloudy,0.0,0.0,0.0
08-07-2024 05:00,26.3,90.6,2.2,48.7,Partially cloudy,0.0,0.0,0.0
08-07-2024 06:00,27.0,88.84,7.6,50.0,Partially cloudy,0.0,0.0,0.0
08-07-2024 07:00,28.0,83.79,14.8,50.0,Partially cloudy,22.0,0.1,0.0
08-07-2024 08:00,27.7,84.29,10.3,82.6,Partially cloudy,163.0,0.6,2.0
08-07-2024 09:00,28.0,88.91,11.2,100.0,Overcast,264.0,1.0,3.0
08-07-2024 10:00,29.0,79.06,11.2,88.9,Partially cloudy,436.0,1.6,4.0
08-07-2024 11:00,31.1,66.49,15.7,82.6,Partially cloudy,648.0,2.3,6.0
08-07-2024 12:00,31.0,62.5,11.2,88.9,Partially cloudy,723.0,2.6,7.0
08-07-2024 13:00,30.0,66.18,18.4,88.9,Partially cloudy,512.0,1.8,5.0
08-07-2024 14:00,30.3,72.03,12.7,96.8,Overcast,442.0,1.6,4.0
08-07-2024 15:00,29.0,79.06,14.8,88.9,Partially cloudy,501.0,1.8,5.0
08-07-2024 16:00,29.0,79.06,11.2,50.0,Partially cloudy,521.0,1.9,5.0
08-07-2024 17:00,30.1,76.7,10.1,70.3,Partially cloudy,415.0,1.5,4.0
08-07-2024 18:00,29.0,83.9,9.4,50.0,Partially cloudy,304.0,1.1,3.0
08-07-2024 19:00,28.0,88.91,11.2,27.2,Partially cloudy,54.0,0.2,1.0
08-07-2024 20:00,28.8,84.54,8.6,64.9,Partially cloudy,0.0,0.0,0.0
08-07-2024 21:00,28.0,88.91,7.6,27.2,Partially cloudy,0.0,0.0,0.0
08-07-2024 23:00,28.5,86.59,4.1,37.0,Partially cloudy,0.0,0.0,0.0
09-07-2024 00:00,28.0,88.91,7.6,50.0,Partially cloudy,0.0,0.0,0.0
09-07-2024 02:00,28.1,90.96,7.0,36.3,Partially cloudy,0.0,0.0,0.0
09-07-2024 03:00,28.0,94.32,9.4,27.2,Partially cloudy,0.0,0.0,0.0
09-07-2024 04:00,28.0,94.32,11.2,27.2,Partially cloudy,0.0,0.0,0.0
09-07-2024 05:00,28.1,91.03,1.5,72.0,Partially cloudy,0.0,0.0,0.0
09-07-2024 06:00,28.0,94.32,7.6,27.2,Partially cloudy,0.0,0.0,0.0
09-07-2024 07:00,29.0,88.99,7.6,50.0,Partially cloudy,35.0,0.1,0.0
09-07-2024 08:00,30.2,84.82,1.5,78.4,Partially cloudy,176.0,0.6,2.0
09-07-2024 09:00,32.0,79.46,9.4,88.9,Partially cloudy,375.0,1.3,4.0
09-07-2024 10:00,32.0,79.46,5.4,88.9,Partially cloudy,384.0,1.4,4.0
09-07-2024 11:00,31.0,78.56,13.9,88.2,"Rain, Partially cloudy",601.0,2.2,6.0
09-07-2024 12:00,30.0,89.07,18.4,88.9,Partially cloudy,846.0,3.0,8.0
09-07-2024 13:00,29.0,94.36,14.8,88.9,Partially cloudy,903.0,3.3,9.0
09-07-2024 14:00,27.9,94.89,2.7,89.7,"Rain, Partially cloudy",519.0,1.9,5.0
09-07-2024 15:00,30.0,79.19,3.6,88.9,Partially cloudy,191.0,0.7,2.0
09-07-2024 16:00,31.0,74.79,7.6,88.9,Partially cloudy,251.0,0.9,3.0
09-07-2024 17:00,30.4,85.98,2.2,78.8,Partially cloudy,166.0,0.6,2.0
09-07-2024 18:00,31.0,74.79,7.6,88.9,Partially cloudy,74.0,0.3,1.0
09-07-2024 19:00,31.0,74.79,5.4,88.9,Partially cloudy,47.0,0.2,0.0
09-07-2024 20:00,29.8,91.24,2.2,57.4,Partially cloudy,0.0,0.0,0.0
09-07-2024 21:00,30.0,89.07,3.6,88.9,Partially cloudy,0.0,0.0,0.0
09-07-2024 23:00,29.0,91.74,1.5,64.5,Partially cloudy,0.0,0.0,0.0
10-07-2024 00:00,29.0,94.36,5.4,88.9,Partially cloudy,0.0,0.0,0.0
10-07-2024 01:00,29.1,94.36,5.4,90.0,Partially cloudy,0.0,0.0,0.0
10-07-2024 02:00,28.6,95.42,1.0,64.5,Partially cloudy,0.0,0.0,0.0
10-07-2024 03:00,29.0,94.36,3.6,88.9,Partially cloudy,0.0,0.0,0.0
10-07-2024 05:00,28.8,95.56,1.0,78.8,Partially cloudy,0.0,0.0,0.0
10-07-2024 06:00,29.0,100.0,7.6,88.9,Partially cloudy,0.0,0.0,0.0
10-07-2024 07:00,31.0,89.14,3.6,88.9,Partially cloudy,24.0,0.1,0.0
10-07-2024 08:00,32.0,84.74,1.6,78.8,Partially cloudy,163.0,0.6,2.0
10-07-2024 09:00,33.0,75.11,3.6,88.9,Partially cloudy,292.0,1.1,3.0
10-07-2024 10:00,34.0,66.98,5.4,50.0,Partially cloudy,453.0,1.6,5.0
10-07-2024 11:00,35.7,60.9,1.5,61.1,Partially cloudy,524.0,1.9,5.0
10-07-2024 12:00,36.0,56.52,5.4,50.0,Partially cloudy,520.0,1.9,5.0
10-07-2024 13:00,36.0,53.26,5.4,88.9,Partially cloudy,873.0,3.1,9.0
10-07-2024 14:00,32.6,71.65,12.4,96.8,Overcast,860.0,3.1,9.0
10-07-2024 15:00,28.0,88.91,14.8,88.9,Partially cloudy,423.0,1.5,4.0
10-07-2024 16:00,30.0,94.4,3.6,88.9,Partially cloudy,148.0,0.5,1.0
10-07-2024 17:00,29.3,94.33,5.2,88.4,"Rain, Partially cloudy",182.0,0.7,2.0
10-07-2024 18:00,31.0,84.11,7.6,88.9,Partially cloudy,296.0,1.1,3.0
10-07-2024 19:00,31.0,84.11,5.4,88.9,Partially cloudy,132.0,0.5,1.0
10-07-2024 20:00,29.0,94.57,4.7,59.9,Partially cloudy,0.0,0.0,0.0
10-07-2024 21:00,30.0,89.07,7.6,88.9,Partially cloudy,0.0,0.0,0.0
10-07-2024 22:00,30.0,89.07,5.4,88.9,Partially cloudy,0.0,0.0,0.0
10-07-2024 23:00,28.6,93.7,1.5,50.0,Partially cloudy,0.0,0.0,0.0
11-07-2024 00:00,30.0,89.07,5.4,50.0,Partially cloudy,0.0,0.0,0.0
11-07-2024 01:00,29.0,100.0,0.0,50.0,Partially cloudy,0.0,0.0,0.0
11-07-2024 02:00,28.6,93.5,1.5,43.5,Partially cloudy,0.0,0.0,0.0
11-07-2024 03:00,29.0,94.36,7.6,27.2,Partially cloudy,0.0,0.0,0.0
11-07-2024 05:00,28.3,97.85,2.2,66.1,"Rain, Partially cloudy",0.0,0.0,0.0
11-07-2024 06:00,29.0,94.36,0.0,0.0,Clear,0.0,0.0,0.0
11-07-2024 07:00,30.0,94.4,7.6,0.0,Clear,32.0,0.1,0.0
11-07-2024 08:00,30.7,87.0,2.7,85.1,Partially cloudy,162.0,0.6,2.0
11-07-2024 09:00,33.0,70.84,11.2,27.2,Partially cloudy,349.0,1.3,3.0
11-07-2024 10:00,34.0,66.98,9.4,50.0,Partially cloudy,551.0,2.0,6.0
11-07-2024 11:00,34.9,66.71,2.2,50.2,Partially cloudy,732.0,2.6,7.0
11-07-2024 12:00,36.0,63.56,9.4,50.0,Partially cloudy,854.0,3.1,9.0
11-07-2024 13:00,39.2,37.79,6.8,100.0,Overcast,899.0,3.2,9.0
11-07-2024 14:00,37.7,54.44,5.1,58.7,Partially cloudy,893.0,3.2,9.0
11-07-2024 15:00,38.0,47.75,5.4,50.0,Partially cloudy,820.0,3.0,8.0
11-07-2024 16:00,38.0,47.75,7.6,50.0,Partially cloudy,706.0,2.5,7.0
11-07-2024 17:00,38.1,54.62,2.2,64.7,Partially cloudy,531.0,1.9,5.0
11-07-2024 18:00,38.0,47.75,9.4,88.9,Partially cloudy,359.0,1.3,4.0
11-07-2024 19:00,37.0,53.5,7.6,88.9,Partially cloudy,166.0,0.6,2.0
11-07-2024 20:00,35.0,68.91,3.2,57.4,Partially cloudy,0.0,0.0,0.0
11-07-2024 21:00,34.0,71.01,11.2,88.9,Partially cloudy,0.0,0.0,0.0
11-07-2024 22:00,34.0,66.98,7.6,88.9,Partially cloudy,0.0,0.0,0.0
11-07-2024 23:00,33.3,68.48,9.8,67.0,Partially cloudy,0.0,0.0,0.0
12-07-2024 00:00,33.0,55.8,14.8,88.9,Partially cloudy,0.0,0.0,0.0
12-07-2024 01:00,32.0,59.04,13.0,88.9,Partially cloudy,0.0,0.0,0.0
12-07-2024 02:00,31.1,74.36,3.7,64.5,Partially cloudy,0.0,0.0,0.0
12-07-2024 03:00,30.0,70.29,13.0,88.9,Partially cloudy,0.0,0.0,0.0
12-07-2024 05:00,29.9,71.49,16.6,71.4,Partially cloudy,0.0,0.0,0.0
12-07-2024 06:00,29.0,70.11,13.0,50.0,Partially cloudy,0.0,0.0,0.0
12-07-2024 07:00,30.0,66.18,11.2,50.0,Partially cloudy,33.0,0.1,0.0
12-07-2024 08:00,30.6,65.85,11.6,67.3,Partially cloudy,185.0,0.7,2.0
12-07-2024 09:00,31.0,62.5,14.8,88.9,Partially cloudy,379.0,1.4,4.0
12-07-2024 10:00,31.0,66.38,14.8,88.9,Partially cloudy,557.0,2.0,6.0
12-07-2024 11:00,32.3,62.75,11.4,82.5,Partially cloudy,724.0,2.6,7.0
12-07-2024 12:00,32.0,59.04,14.8,88.9,Partially cloudy,849.0,3.1,8.0
12-07-2024 13:00,33.0,55.8,11.2,88.9,Partially cloudy,888.0,3.2,9.0
12-07-2024 14:00,33.8,56.73,10.9,89.5,Partially cloudy,610.0,2.2,6.0
12-07-2024 15:00,33.0,55.8,11.2,88.9,Partially cloudy,113.0,0.4,1.0
12-07-2024 16:00,33.0,55.8,7.6,88.9,Partially cloudy,62.0,0.2,1.0
12-07-2024 17:00,32.7,62.95,4.1,89.7,Partially cloudy,35.0,0.1,0.0
12-07-2024 18:00,32.0,62.71,9.4,50.0,Partially cloudy,49.0,0.2,0.0
12-07-2024 19:00,32.0,62.71,9.4,50.0,Partially cloudy,153.0,0.6,2.0
12-07-2024 20:00,31.0,70.66,1.0,51.3,Partially cloudy,0.0,0.0,0.0
12-07-2024 21:00,31.0,66.38,3.6,50.0,Partially cloudy,0.0,0.0,0.0
12-07-2024 22:00,31.0,70.47,7.6,50.0,Partially cloudy,0.0,0.0,0.0
12-07-2024 23:00,30.3,78.28,1.5,72.7,Partially cloudy,0.0,0.0,0.0
13-07-2024 00:00,30.0,74.63,3.6,50.0,Partially cloudy,0.0,0.0,0.0
13-07-2024 01:00,29.0,83.89,7.6,50.0,Partially cloudy,0.0,0.0,0.0
13-07-2024 02:00,29.0,77.22,0.0,27.2,Partially cloudy,0.0,0.0,0.0
13-07-2024 03:00,29.0,79.06,0.0,27.2,Partially cloudy,0.0,0.0,0.0
13-07-2024 04:00,29.0,83.89,0.0,25.0,Partially cloudy,0.0,0.0,0.0
13-07-2024 05:00,29.0,82.95,10.4,89.7,Partially cloudy,0.0,0.0,0.0
13-07-2024 06:00,29.0,83.9,7.6,88.9,Partially cloudy,0.0,0.0,0.0
13-07-2024 07:00,29.0,83.9,9.4,50.0,Partially cloudy,33.0,0.1,0.0
13-07-2024 08:00,28.9,81.11,11.0,55.0,Partially cloudy,183.0,0.7,2.0
13-07-2024 09:00,30.0,74.62,7.6,50.0,Partially cloudy,373.0,1.3,4.0
13-07-2024 10:00,33.0,62.93,0.0,50.0,Partially cloudy,575.0,2.1,6.0
13-07-2024 11:00,32.7,68.28,5.2,51.3,Partially cloudy,737.0,2.7,7.0
13-07-2024 12:00,34.0,63.14,9.4,50.0,Partially cloudy,853.0,3.1,9.0
13-07-2024 13:00,34.0,63.14,7.6,88.9,Partially cloudy,912.0,3.3,9.0
13-07-2024 14:00,35.0,57.12,11.3,71.4,Partially cloudy,902.0,3.2,9.0
13-07-2024 15:00,27.0,94.27,11.2,100.0,Overcast,836.0,3.0,8.0
13-07-2024 16:00,30.0,79.19,9.4,88.9,Partially cloudy,720.0,2.6,7.0
13-07-2024 17:00,29.7,85.85,2.2,68.4,"Rain, Partially cloudy",388.0,1.4,4.0
13-07-2024 18:00,30.0,74.62,7.6,88.0,Partially cloudy,176.0,0.6,2.0
13-07-2024 19:00,30.0,79.19,7.6,88.0,Partially cloudy,150.0,0.5,2.0
13-07-2024 20:00,30.1,81.46,7.6,84.5,"Rain, Partially cloudy",0.0,0.0,0.0
13-07-2024 21:00,30.0,84.0,5.4,88.9,Partially cloudy,0.0,0.0,0.0
13-07-2024 23:00,29.2,88.17,1.0,81.3,Partially cloudy,0.0,0.0,0.0
14-07-2024 00:00,30.0,89.06,3.6,88.0,Partially cloudy,0.0,0.0,0.0
